dir,hir,lvr,ccs,mcs,pbcr,dmi,self,single,uria,comdominiom,black,deny
0.4,0.25,0.838187702,2,2,no,no,no,no,3.200000048,0,no,no
0.34,0.28,0.792134831,6,2,no,no,no,no,3.200000048,0,no,no
0.32,0.31,0.79245283,1,2,no,no,no,no,3.200000048,0,no,no
0.26,0.21,0.705882353,2,2,no,no,no,no,3.200000048,0,no,no
0.2,0.2,0.508474576,1,2,no,no,yes,no,10.60000038,0,no,no
0.29,0.23,0.844036697,1,1,no,no,no,no,3.200000048,0,no,no
0.32,0.27,0.899280576,3,2,no,no,no,yes,10.60000038,0,no,no
0.39,0.34,0.799485861,1,1,no,no,no,yes,3.200000048,0,yes,yes
0.19,0.18,0.74375,1,2,no,no,no,yes,3.099999905,0,no,no
0.37,0.32,0.898550725,1,2,no,no,no,no,3.200000048,0,no,no
0.41,0.3,0.555555556,1,1,no,no,no,no,3.900000095,0,no,no
0.38,0.23,0.794642857,2,2,no,no,no,yes,3.099999905,0,no,yes
0.33,0.28,0.88,1,2,no,no,no,no,10.60000038,1,no,no
0.349000015,0.202000008,0.909248328,5,1,no,no,no,yes,3.200000048,1,no,no
0.384000015,0.302999992,0.431372549,2,1,no,no,no,no,3.200000048,0,no,no
0.31,0.2,0.495049505,1,1,no,no,no,no,2,0,no,no
0.27,0.27,0.18404908,1,2,no,no,yes,yes,3.200000048,0,no,no
0.395999985,0.148000002,0.281690141,1,2,no,no,no,no,3.900000095,0,no,no
0.26,0.2,0.468085106,1,1,no,no,no,no,1.799999952,0,no,no
0.369000015,0.335999985,0.918518519,2,2,no,no,no,no,2,0,no,no
0.31,0.196000004,1,6,4,no,no,no,no,10.60000038,0,no,yes
0.352999992,0.31,0.428571429,3,2,no,no,no,no,2,0,no,no
0.276000004,0.208999996,0.464480874,1,1,no,no,no,no,3.200000048,0,no,no
0.31,0.31,0.297619048,1,1,no,no,no,no,3.200000048,0,no,no
0.38,0.33,0.880952381,1,3,no,no,no,yes,3.200000048,1,no,no
0.37,0.16,0.769230769,1,3,no,no,yes,no,4.300000191,1,no,no
0.36,0.22,0.904761905,2,2,no,no,no,no,3.900000095,0,no,no
0.35,0.23,0.913793103,1,2,no,no,no,no,2,1,no,no
0.36,0.34,0.897959184,1,2,no,no,no,yes,3.200000048,0,no,no
0.395999985,0.16,0.789473684,1,1,no,no,no,no,3.099999905,0,no,no
0.36,0.28,0.888888889,2,2,no,no,no,yes,3.200000048,0,no,no
0.36,0.31,0.831081081,1,2,no,no,no,no,3.099999905,0,no,no
0.27,0.27,0.5,1,1,no,no,no,yes,4.300000191,0,no,no
0.31,0.28,0.802631579,1,1,no,no,no,no,3.200000048,0,no,no
0.34,0.28,0.8,1,2,no,no,no,no,1.799999952,0,no,no
0.29,0.24,0.9,6,2,no,no,no,no,3.200000048,1,no,no
0.42,0.42,0.775862069,1,1,no,no,no,no,3.200000048,0,no,no
3,3,0.571428571,1,3,no,no,yes,no,10.60000038,0,no,yes
0.33,0.29,0.807142857,1,2,no,no,yes,yes,10.60000038,0,no,no
0.32,0.21,0.9,1,2,no,no,no,yes,3.900000095,0,no,no
0.3,0.2,0.8,6,2,yes,no,no,no,4.300000191,0,no,yes
0.29,0.24,0.944444444,1,2,no,no,no,no,4.300000191,0,no,no
0.28,0.17,0.62962963,2,2,no,no,no,no,4.300000191,0,no,no
0.37,0.3,0.928571429,2,2,no,no,no,no,3.200000048,0,yes,no
0.37,0.35,0.843023256,1,2,no,no,no,no,1.799999952,1,no,no
0.19,0.16,0.428571429,2,2,no,no,no,yes,10.60000038,1,no,no
0.36,0.29,0.549450549,1,2,no,no,no,no,3.599999905,0,no,no
0.83,0.72,0.716292135,3,2,no,no,no,yes,3.599999905,0,no,no
0.29,0.16,0.40625,1,2,no,no,no,yes,3.599999905,0,no,no
0.37,0.31,0.9,3,2,no,no,no,yes,3.599999905,1,yes,no
0.21,0.21,0.555555556,2,2,yes,no,no,no,3.599999905,0,no,no
0.21,0.19,0.551470588,1,2,no,no,no,yes,3.599999905,0,no,no
0.29,0.28,0.333333333,2,2,no,no,no,yes,3.599999905,0,no,no
0.21,0.14,0.952941176,5,2,no,no,no,yes,3.599999905,0,no,no
0.42,0.32,0.8,2,2,no,no,no,yes,3.599999905,1,no,no
0.22,0.21,0.6875,1,2,no,no,no,no,3.599999905,0,no,no
0.27,0.23,0.698224852,2,2,no,no,no,no,3.599999905,0,no,no
0.43,0.34,0.952380952,1,2,no,no,no,yes,3.599999905,1,yes,no
0.37,0.2,0.896774194,6,2,yes,yes,no,no,3.599999905,1,no,yes
0.29,0.29,0.95,4,2,no,no,no,yes,3.599999905,1,no,no
0.17,0.13,0.031510658,1,2,no,no,no,no,3.599999905,0,no,no
0.34,0.24,0.901315789,5,2,no,no,no,yes,3.599999905,0,no,no
0.16,0.16,0.36,1,2,no,no,no,no,3.599999905,0,no,no
0.13,0.12,0.526315789,2,2,no,no,no,no,3.599999905,0,no,no
0.31,0.24,0.609418283,2,1,no,no,no,no,3.599999905,0,no,no
0.23,0.23,0.72147651,5,2,no,no,yes,no,3.599999905,0,no,no
0.2,0.18,0.8,2,1,no,no,no,yes,3.599999905,1,no,no
0.21,0.19,0.298507463,2,2,no,no,no,no,3.599999905,0,no,no
0.24,0.22,0.773480663,2,1,no,no,no,no,3.599999905,0,no,no
0.22,0.22,0.5,1,2,no,no,no,no,3.599999905,0,no,no
0.25,0.17,0.588235294,3,2,no,no,no,yes,3.599999905,0,no,no
0.34,0.29,0.832,3,2,no,no,no,yes,3.599999905,1,no,no
0.4,0.31,0.436681223,2,1,no,no,no,no,3.599999905,0,no,no
0.29,0.25,0.666666667,2,1,no,no,no,no,3.599999905,0,no,no
0.29,0.22,0.699300699,2,2,no,no,no,no,3.599999905,0,no,no
0.14,0.14,0.279069767,1,2,no,no,no,no,3.599999905,1,yes,no
0.41,0.31,1,1,2,no,no,no,no,3.599999905,0,no,no
0.37,0.28,0.869565217,1,2,no,no,no,yes,3.599999905,1,yes,no
0.43,0.43,0.952380952,5,2,no,no,no,yes,3.599999905,1,yes,no
0.26,0.26,0.902857143,1,2,no,no,no,no,3.599999905,1,no,no
0.23,0.23,0.952941176,5,2,no,no,no,yes,3.599999905,1,no,no
0.217000008,0.212999992,0.638888889,1,1,no,no,no,no,3.200000048,0,no,no
0.37,0.322000008,0.731707317,1,2,no,no,no,yes,3.099999905,1,no,no
0.332000008,0.293999996,0.9,6,2,no,no,no,no,1.799999952,0,no,no
0.3,0.232000008,0.786885246,2,1,no,no,yes,yes,3.200000048,0,no,no
0.370999985,0.261000004,0.688405797,6,2,no,no,no,no,3.200000048,0,no,no
0.35,0.237000008,0.839378238,1,2,no,no,no,no,4.300000191,0,no,no
0.17,0.136999998,0.22875817,1,2,no,no,no,yes,4.300000191,0,no,no
0.261800003,0.123299999,0.7375,6,2,no,no,no,no,3.099999905,1,no,no
0.218999996,0.21,0.743243243,5,2,no,no,no,no,8.899999619,0,no,no
0.347999992,0.327000008,0.8,4,2,no,no,no,no,3.099999905,1,no,no
0.36,0.36,0.678294574,6,2,no,no,no,no,3.200000048,0,no,no
0.43,0.11,0.537414966,1,1,no,no,no,no,3.200000048,0,no,no
0.27,0.22,0.197594502,3,1,no,no,no,no,3.599999905,0,no,no
0.36,0.28,0.951724138,5,1,no,no,no,no,3.200000048,0,no,no
0.27,0.23,0.676258993,5,2,yes,no,no,no,1.799999952,0,no,no
0.31,0.29,0.943396226,2,1,no,no,no,yes,3.599999905,0,yes,no
0.35,0.3,0.879699248,1,2,no,no,no,no,3.200000048,0,no,no
0.36,0.28,0.893617021,6,2,no,no,no,yes,3.099999905,0,no,no
0.26,0.25,0.428571429,6,2,yes,no,yes,no,10.60000038,0,no,no
0.36,0.31,1.033613445,1,2,no,no,no,no,3.200000048,0,no,no
0.32,0.3,0.86440678,1,2,no,no,no,no,3.200000048,0,no,no
0.28,0.23,0.917197452,1,2,no,no,no,no,3.200000048,1,no,no
0.34,0.23,0.801652893,1,1,no,no,no,yes,2,0,no,no
0.25,0.24,0.613636364,1,2,no,no,no,yes,3.200000048,1,no,no
0.35,0.26,1.127118644,1,2,no,no,no,no,3.200000048,0,no,yes
0.12,0.07,0.696202532,1,1,no,no,yes,yes,3.200000048,1,no,no
0.33,0.32,0.584415584,1,1,no,no,no,no,3.900000095,1,no,no
0.26,0.17,0.787096774,1,2,no,no,no,no,3.099999905,0,no,no
0.2,0.2,0.715189873,1,2,no,no,no,yes,1.799999952,1,no,no
0.31,0.21,0.953271028,1,2,no,no,no,yes,1.799999952,1,no,no
0.2,0.2,0.92,6,2,no,no,no,yes,10.60000038,0,no,yes
0.37,0.29,1.14084507,1,2,no,no,no,no,3.599999905,0,no,no
0.31,0.19,0.281842818,1,1,no,no,no,yes,3.599999905,1,no,no
0.38,0.28,0.625,1,2,no,no,no,yes,3.599999905,1,no,no
0.29,0.09,0.493333333,1,1,no,no,yes,no,3.599999905,1,no,no
0.35,0.26,0.918032787,1,1,no,no,no,no,3.599999905,0,no,no
0.4,0.26,0.899305556,1,1,no,no,no,yes,3.599999905,0,no,no
0.34,0.23,0.920245399,1,2,no,no,no,no,3.200000048,1,no,no
0.33,0.24,0.422580645,1,1,no,no,yes,no,10.60000038,0,yes,no
0.31,0.21,0.763265306,1,1,no,no,no,no,1.799999952,0,no,no
0.41,0.29,1.201550388,1,2,no,no,no,yes,3.200000048,1,no,no
0.24,0.26,0.495978552,3,1,no,no,no,no,3.599999905,0,no,yes
0.24,0.11,0.748387097,1,2,no,no,no,yes,1.799999952,1,no,no
0.38,0.2,0.797297297,6,1,no,no,no,no,3.200000048,0,yes,no
0.33,0.31,0.87244898,2,2,no,no,no,yes,3.200000048,0,no,no
0.32,0.17,0.65408805,1,1,no,no,no,no,3.200000048,1,no,no
0.37,0.28,0.905325444,1,2,no,no,no,no,1.799999952,0,no,no
0.38,0.23,0.47,2,1,no,no,no,no,3.200000048,0,no,no
0.31,0.28,0.7875,2,2,no,no,no,yes,10.60000038,0,no,no
0.31,0.31,0.596685083,6,2,no,no,no,yes,3.599999905,0,yes,yes
0.35,0.26,0.929487179,1,2,no,no,no,no,3.200000048,0,no,no
0.31,0.29,0.783783784,1,1,no,no,no,no,3.599999905,1,no,no
0.24,0.23,0.273972603,1,2,no,no,no,yes,3.599999905,0,no,no
0.35,0.16,0.64516129,1,2,no,no,no,no,3.599999905,0,no,no
0.37,0.3,0.784810127,1,2,no,no,no,yes,3.200000048,0,no,no
0.3,0.28,0.923611111,1,2,no,no,no,no,10.60000038,0,no,no
0.31,0.31,0.928571429,1,2,no,no,no,yes,3.200000048,1,no,no
0.17,0.17,0.249350649,1,1,no,no,no,no,3.200000048,0,no,no
0.37,0.29,0.747368421,1,2,no,no,no,no,3.200000048,0,yes,no
0.24,0.15,0.753424658,1,2,no,no,no,no,3.200000048,1,no,yes
0.35,0.28,0.14516129,1,1,no,no,no,yes,3.200000048,1,no,yes
0.35,0.28,0.741935484,2,1,no,no,no,yes,3.200000048,1,no,yes
0.32,0.23,0.797468354,5,2,no,no,no,yes,4.300000191,0,no,no
0.33,0.28,0.847058824,1,2,no,no,no,no,1.799999952,0,no,no
0.35,0.26,0.788235294,1,1,no,no,no,no,3.200000048,0,no,no
0.39,0.18,0.947368421,6,1,no,no,no,yes,5.300000191,1,no,yes
0.28,0.27,0.665467626,6,2,no,no,no,yes,3.200000048,1,no,no
0.4,0.31,0.894444444,6,2,no,no,no,no,3.200000048,0,no,yes
0.47,0.22,0.315926893,1,1,no,no,yes,yes,3.200000048,1,yes,no
0.38,0.28,0.571428571,1,2,no,no,no,yes,3.099999905,1,no,no
0.39,0.23,0.888888889,6,3,no,no,no,yes,4.300000191,1,no,no
0.32,0.23,0.87394958,6,2,no,no,no,no,10.60000038,0,no,no
0.37,0.3,0.456937799,6,1,no,no,yes,no,3.099999905,0,no,no
0.49,0.27,0.199481865,1,1,no,no,no,no,3.200000048,0,no,no
0.17,0.09,0.756906077,1,1,no,no,yes,no,4.300000191,1,no,no
0.33,0.29,0.584415584,1,2,no,no,no,no,3.099999905,0,no,no
0.33,0.27,0.339622642,5,2,no,no,yes,no,4.300000191,0,yes,no
0.27,0.26,0.795698925,1,2,no,no,no,yes,3.900000095,1,no,no
0.32,0.29,1.095652174,5,1,no,no,no,yes,3.200000048,1,no,no
0.35,0.27,0.928301887,1,1,no,no,no,no,3.599999905,0,no,no
0.33,0.31,0.744444444,1,2,no,no,no,no,3.200000048,1,no,no
0.29,0.29,0.794701987,1,2,no,no,yes,no,3.599999905,0,no,no
0.32,0.22,0.795180723,1,2,no,no,no,yes,2,0,no,no
0.37,0.26,0.895348837,1,2,no,no,no,yes,2,0,no,no
0.26,0.25,0.892307692,1,2,no,no,no,yes,3.200000048,0,no,no
0.35,0.27,0.885135135,1,2,no,no,no,yes,4.300000191,0,no,no
0.26,0.25,0.916129032,1,2,no,no,no,no,3.099999905,0,no,no
0.31,0.2,0.770588235,1,2,no,no,no,no,1.799999952,0,no,no
0.35,0.3,0.8,1,2,no,no,no,yes,3.200000048,0,no,no
0.55,0.32,0.903030303,2,2,no,no,no,yes,4.300000191,0,yes,yes
0.31,0.28,0.773972603,1,2,no,no,no,no,2,0,no,no
0.24,0.14,0.545454545,2,1,no,no,no,no,3.599999905,0,no,no
0.34,0.31,0.801282051,1,2,no,no,yes,yes,3.200000048,0,no,no
0.3,0.23,0.902857143,6,2,yes,no,no,no,3.200000048,0,yes,yes
0.33,0.32,0.745762712,1,1,no,no,yes,no,3.200000048,0,no,no
0.37,0.31,0.899224806,3,2,yes,no,no,yes,3.200000048,1,no,yes
0.25,0.2,0.802721088,1,2,no,no,no,no,3.200000048,0,no,no
0.29,0.21,0.783505155,1,1,no,no,yes,no,3.200000048,0,no,no
0.32,0.2,0.888157895,2,1,no,no,no,yes,3.200000048,0,no,no
0.36,0.15,0.769230769,2,1,no,no,no,no,3.099999905,1,no,no
0.24,0.23,0.790419162,1,1,no,no,no,yes,3.200000048,0,no,no
0.1,0.04,0.8,1,1,no,no,no,no,3.200000048,0,no,no
0.34,0.28,0.896551724,1,2,no,no,no,no,3.099999905,0,no,no
0.43,0.3,0.666666667,2,3,yes,no,no,yes,10.60000038,0,no,no
0.39,0.3,0.713012478,1,2,no,no,yes,yes,4.300000191,0,no,no
0.31,0.28,0.776223776,2,2,no,no,no,yes,4.300000191,0,no,no
0.37,0.26,0.676923077,2,2,no,no,no,yes,5.300000191,1,no,no
0.31,0.25,0.59970015,1,1,no,no,no,no,1.799999952,0,no,no
0.37,0.26,0.498575499,2,1,no,no,no,yes,5.300000191,0,no,no
0.24,0.2,0.648330059,1,2,no,no,yes,no,1.799999952,0,no,no
0.37,0.24,0.655976676,1,1,no,no,no,no,1.799999952,0,no,no
0.35,0.27,1,1,2,no,no,no,yes,3.200000048,1,no,no
0.29,0.26,0.7,2,1,no,no,yes,no,10.60000038,0,no,no
0.29,0.28,0.364415863,2,1,no,no,no,no,3.900000095,0,no,no
0.07,0.07,0.752238806,1,1,no,no,yes,no,10.60000038,0,no,no
0.36,0.33,0.8,1,2,no,no,no,no,2,0,no,no
0.25,0.22,0.528301887,1,1,no,no,no,no,10.60000038,0,no,no
0.21,0.18,0.703703704,1,2,no,no,yes,no,10.60000038,0,no,no
0.13,0.1,0.454545455,2,1,no,no,no,no,4.300000191,0,no,no
0.34,0.23,1,2,4,yes,no,no,yes,4.300000191,1,no,no
0.39,0.33,0.724137931,2,1,no,no,no,no,3.200000048,0,no,no
0.3,0.29,0.682593857,2,2,no,no,no,yes,2,0,no,no
0.29,0.17,1,1,2,no,no,no,no,3.099999905,1,no,no
0.17,0.12,0.498489426,1,1,no,no,no,no,3.200000048,0,no,no
0.37,0.27,0.477099237,1,2,no,no,no,no,3.200000048,0,no,no
0.44,0.37,0.821238938,2,2,no,no,yes,no,3.200000048,0,no,yes
0.37,0.28,0.659340632,5,1,no,no,no,no,3.200000048,0,no,no
0.25,0.23,0.765110959,1,1,no,no,no,no,3.099999905,0,no,no
0.26,0.25,0.995184603,2,2,no,no,no,yes,1.799999952,1,no,no
0.75,0.29,0.448717949,1,2,no,no,no,yes,8.899999619,0,no,yes
0.175,0.12,0.508474576,1,2,no,no,no,yes,4.300000191,0,no,no
0.18,0.18,0.745098039,1,2,no,no,no,no,1.799999952,0,no,no
0.35,0.3,0.446351931,1,1,no,no,yes,no,3.200000048,0,no,no
0.276000004,0.26,1,1,2,no,no,no,yes,3.200000048,1,yes,no
0.28,0.28,0.946236559,1,2,no,no,no,yes,3.900000095,0,no,yes
0.33,0.22,0.858333333,5,2,no,no,no,no,3.200000048,1,yes,no
0.18,0.18,0.604395604,4,2,no,no,no,yes,4.300000191,1,no,no
0.48,0.34,0.604395604,2,2,no,no,yes,yes,3.200000048,1,yes,no
0.19,0.19,0.833333333,4,2,no,no,no,no,3.200000048,1,no,no
0.4,0.3,0.927272727,5,2,no,no,no,yes,3.200000048,1,yes,no
0.55,0.23,0.574712644,3,2,no,no,no,no,3.200000048,1,no,no
0.39,0.28,0.803738318,4,2,no,no,no,yes,3.900000095,1,yes,no
0.691999969,0.377999992,0.8,5,2,no,no,yes,no,3.200000048,0,no,yes
0.405999985,0.29,1.14,1,1,no,no,no,no,3.200000048,0,no,no
0.412000008,0.307999992,1.000676174,1,2,no,no,no,yes,2,1,no,yes
0.3,0.265,0.948148148,2,2,no,no,no,no,3.200000048,0,no,yes
0.347999992,0.163999996,0.779166667,1,2,no,no,no,no,3.200000048,0,no,no
0.325,0.272000008,0.903448276,1,1,no,no,no,yes,4.300000191,1,no,no
0.359000015,0.28,0.8,3,1,no,no,no,no,4.300000191,0,yes,no
0.3,0.265,0.903703704,2,2,no,no,no,no,3.200000048,0,no,no
0.267000008,0.185,0.794444444,1,2,no,no,no,no,3.200000048,0,no,no
0.33,0.31,0.780952381,1,2,no,no,no,yes,2,1,no,no
0.305,0.225,0.684210526,5,1,no,no,no,no,2,0,no,no
0.32,0.28,0.873333333,1,2,no,no,yes,yes,3.200000048,1,no,no
0.37,0.25,0.942675159,1,2,no,no,no,no,10.60000038,0,no,no
0.243999996,0.203999996,0.692307692,1,2,no,no,yes,no,4.300000191,0,no,no
0.324000015,0.3,0.746268657,1,1,no,no,no,no,4.300000191,0,no,no
0.35,0.292000008,0.884848485,6,2,yes,no,no,no,3.200000048,0,yes,yes
0.38,0.14,0.777464789,2,2,no,no,no,no,4.300000191,0,no,no
0.24,0.197000008,0.868852459,1,2,no,no,no,yes,1.799999952,1,no,no
0.312000008,0.257000008,0.801169591,1,2,no,no,no,no,4.300000191,0,no,no
0.32,0.258999996,0.676470588,1,2,no,no,no,no,3.099999905,0,no,no
0.36,0.182999992,0.794642857,2,2,no,no,no,yes,3.099999905,0,no,no
0.176000004,0.12,0.671875,2,2,no,no,yes,no,3.200000048,0,no,no
0.31,0.24,0.803030303,1,2,no,no,yes,yes,10.60000038,0,no,no
0.27,0.23,0.775,1,2,no,no,no,no,3.200000048,0,no,no
0.3,0.3,0.5,6,2,yes,no,no,yes,3.099999905,0,no,yes
0.41,0.21,0.90052356,2,1,no,no,no,no,1.799999952,0,no,yes
0.19,0.12,0.411764706,1,2,no,no,no,no,3.900000095,0,no,no
0.2,0.19,0.534285714,6,1,no,no,no,no,3.200000048,0,no,no
0.4,0.146000004,0.666666667,1,1,no,no,no,yes,3.900000095,1,no,no
0.32,0.257999992,0.773584906,2,2,no,no,no,yes,3.200000048,0,no,no
0.35,0.33,0.740229885,5,1,no,no,yes,no,3.200000048,0,no,no
0.37,0.27,0.666666667,2,2,no,no,no,yes,3.200000048,0,no,no
0.35,0.29,0.944303797,1,1,no,no,no,no,3.200000048,0,no,no
0.33,0.18,0.782396088,1,1,no,no,no,no,8.899999619,0,no,no
0.15,0.15,0.722021661,1,2,no,no,yes,no,5.300000191,0,no,no
0.34,0.23,0.464480874,1,1,no,no,no,no,3.900000095,0,no,no
0.27,0.17,0.713375796,1,1,no,no,yes,yes,3.099999905,0,no,no
0.34,0.18,0.8,5,1,no,no,no,no,3.200000048,0,yes,no
0.3,0.22,0.642335766,2,1,no,no,no,no,3.200000048,0,no,no
0.32,0.32,0.595744681,1,2,no,no,no,yes,3.099999905,0,no,no
1.28,0.73,0.70754717,1,1,no,no,yes,no,4.300000191,0,no,no
0.28,0.15,0.796460177,2,1,no,no,no,yes,3.900000095,0,no,no
0.24,0.22,0.703703704,1,1,no,no,yes,no,10.60000038,0,no,no
0.24,0.24,0.8,1,2,no,no,no,yes,4.300000191,0,yes,no
0.38,0.36,1.031578947,1,1,no,no,no,no,3.200000048,0,no,no
0.32,0.26,0.9,1,2,no,no,no,no,3.900000095,1,yes,no
0.35,0.24,0.863636364,2,2,no,no,no,yes,3.200000048,1,no,no
0.25,0.17,1.1875,1,2,no,no,no,yes,4.300000191,1,no,no
0.44,0.11,0.5,1,1,no,no,no,yes,2,0,no,no
0.12,0.12,0.333333333,2,2,no,no,no,no,3.200000048,0,no,no
0.21,0.21,0.638297872,1,1,no,no,no,yes,3.200000048,0,no,no
0.24,0.24,0.733333333,1,1,no,no,yes,no,10.60000038,0,no,no
0.36,0.36,0.591836735,1,1,no,no,no,no,3.200000048,0,no,no
0.32,0.19,0.803418803,2,2,no,no,no,yes,4.300000191,1,no,no
0.42,0.35,0.8,2,3,no,no,yes,no,3.200000048,0,no,no
0.37,0.24,0.596491228,1,1,yes,no,yes,yes,3.200000048,0,no,no
0.33,0.32,0.670250896,3,4,no,no,yes,yes,10.60000038,0,no,no
0.27,0.22,0.491071429,1,1,no,no,no,no,3.200000048,0,no,no
0.3,0.26,0.582524272,1,1,no,no,no,yes,2,1,no,no
0.48,0.48,0.728205128,3,1,no,no,yes,yes,10.60000038,0,no,no
0.19,0.17,0.786666667,1,2,no,no,no,no,3.099999905,0,no,no
0.19,0.17,0.632911392,1,2,no,no,no,no,3.200000048,0,no,no
0.31,0.31,0.723684211,1,1,no,no,no,no,3.200000048,0,no,no
0.36,0.28,0.798701299,6,2,no,no,no,no,3.900000095,0,no,no
0.21,0.13,0.426829268,5,1,no,no,no,no,2,0,no,no
0.33,0.24,0.547619048,1,1,no,no,no,no,3.900000095,0,no,no
0.36,0.35,0.731707317,1,2,no,no,no,yes,2,0,no,no
0.37,0.3,0.782608696,6,2,yes,no,no,yes,1.799999952,0,no,no
0.35,0.25,0.773809524,2,1,no,no,no,no,3.200000048,0,no,no
0.42,0.14,0.798449612,1,2,no,no,no,yes,3.599999905,0,no,no
0.34,0.26,0.867647059,6,2,no,no,no,no,3.900000095,0,no,no
0.24,0.17,0.798701299,1,1,no,no,no,no,4.300000191,0,no,no
0.38,0.24,0.897959184,1,2,no,no,no,yes,2,1,no,no
0.38,0.28,0.273972603,1,2,no,no,no,no,8.899999619,0,no,no
0.18,0.01,0.796296296,2,2,no,no,yes,no,1.799999952,0,no,no
0.34,0.2,0.592592593,5,1,no,no,yes,no,8.899999619,0,no,no
0.33,0.28,0.923076923,1,2,no,no,no,yes,3.900000095,0,no,no
0.25,0.2,0.881481481,6,2,no,no,no,no,3.200000048,0,no,no
0.38,0.31,0.915492958,6,2,no,no,no,no,10.60000038,0,yes,no
0.35,0.26,0.793103448,1,1,no,no,yes,no,5.300000191,0,no,no
0.38,0.23,0.8,1,2,no,no,no,yes,1.799999952,0,no,no
0.37,0.24,0.6,6,2,yes,no,yes,yes,3.099999905,0,no,no
0.38,0.35,0.725806452,6,2,yes,no,no,no,2,0,no,no
0.36,0.26,0.656862745,2,1,no,no,no,no,3.099999905,0,no,no
0.34,0.3,0.922535211,1,2,no,no,no,no,3.900000095,0,no,no
0.36,0.29,0.478142077,1,2,no,no,no,no,3.200000048,0,no,no
0.23,0.2,0.610687023,1,1,no,no,no,no,1.799999952,0,no,no
0.3,0.29,0.871428571,1,2,no,no,no,yes,4.300000191,0,no,no
0.29,0.27,0.692592593,1,1,no,no,no,no,1.799999952,0,no,no
0.39,0.36,0.646258503,5,1,no,no,no,no,3.900000095,0,no,no
0.36,0.26,0.948275862,6,2,yes,no,no,no,4.300000191,1,no,yes
0.28,0.16,0.8,1,1,no,no,no,yes,3.200000048,1,no,no
0.38,0.18,0.875968992,1,2,no,no,no,no,1.799999952,0,no,no
0.26,0.26,0.502512563,5,1,no,no,yes,no,3.200000048,1,no,no
0.44,0.3,0.915384615,5,1,no,no,no,no,3.900000095,1,yes,no
0.34,0.32,0.724137931,6,2,yes,no,no,no,3.200000048,0,yes,no
0.34,0.21,0.876923077,5,2,no,no,no,no,3.200000048,1,no,no
0.38,0.29,0.784313725,6,2,no,no,no,no,3.099999905,0,no,no
0.38,0.29,0.529953917,6,4,yes,no,no,no,10.60000038,0,no,no
0.35,0.21,0.915384615,1,1,no,no,no,yes,3.099999905,1,no,no
0.16,0.14,0.8,6,2,no,no,no,no,3.599999905,1,no,yes
0.31,0.2,0.743801653,6,2,no,no,no,no,1.799999952,0,no,no
0.36,0.27,0.461538462,5,2,no,no,no,no,3.900000095,0,no,no
0.31,0.31,0.862068966,5,2,no,no,yes,yes,2,0,no,no
0.45,0.21,0.657894737,1,2,no,no,no,yes,3.200000048,0,no,yes
0.39,0.38,0.574712644,1,2,no,no,no,yes,3.200000048,0,no,no
0.2,0.07,0.8,6,3,no,no,no,yes,3.599999905,0,no,yes
0.24,0.23,0.671641791,4,2,no,no,no,no,3.200000048,1,no,no
0.45,0.45,0.722222222,2,2,no,no,no,no,3.200000048,1,no,no
0.61,0.26,0.888888889,1,1,no,no,no,yes,3.099999905,1,no,no
0.27,0.18,0.885,1,2,no,no,no,yes,3.200000048,0,no,no
0.55,0.24,0.510638298,3,4,no,no,no,no,1.799999952,0,no,no
0.32,0.29,0.929133858,3,2,no,no,no,yes,3.200000048,1,no,no
0.17,0.09,0.888888889,1,1,no,no,no,yes,3.200000048,1,no,no
0.47,0.35,0.803571429,3,1,no,no,no,no,4.300000191,0,no,yes
0.14,0.14,0.592592593,1,1,no,no,yes,no,3.200000048,1,no,no
0.38,0.28,0.85,1,2,no,no,no,yes,3.200000048,1,no,no
0.31,0.23,0.762195122,1,2,no,no,yes,no,3.900000095,0,no,no
0.53,0.29,0.592592593,1,1,no,no,no,no,3.200000048,1,no,no
0.26,0.17,0.707692308,1,1,no,no,no,yes,3.099999905,1,no,no
0.2,0.2,0.765957447,3,1,no,no,no,no,3.200000048,0,no,no
0.33,0.16,0.8,1,2,no,no,yes,yes,3.200000048,0,no,no
0.2,0.13,0.547445255,1,2,no,no,yes,yes,3.200000048,0,no,no
0.52,0.28,0.689655172,3,1,yes,no,no,no,4.300000191,0,no,no
0.33,0.15,0.417910448,1,2,no,no,no,yes,1.799999952,1,no,no
0.19,0.1,0.388059701,2,2,no,no,no,yes,3.200000048,1,no,no
0.293999996,0.252999992,0.901960784,1,2,no,no,no,no,3.200000048,0,no,no
0.292999992,0.292999992,0.848484848,1,2,no,no,no,yes,3.599999905,0,no,yes
0.337000008,0.330999985,0.352112676,2,1,no,no,no,yes,3.900000095,0,no,no
0.201000004,0.131000004,0.307692308,2,1,no,no,no,no,2,0,no,no
0.263999996,0.187999992,0.338983051,2,1,no,no,no,yes,10.60000038,0,no,no
0.279699993,0.252199993,0.885245902,2,2,no,no,no,yes,3.200000048,0,no,no
0.44,0.31,0.800904977,1,1,no,no,no,yes,3.200000048,1,no,no
0.267299995,0.189099998,0.8,1,1,no,no,no,no,3.200000048,0,no,no
0.41,0.38,0.723684211,1,2,no,no,no,yes,3.900000095,0,no,no
0.284400005,0.214300003,0.338129496,1,1,no,no,no,no,3.099999905,0,no,no
0.3,0.29,0.2,2,2,no,no,no,yes,3.200000048,1,no,no
0.27,0.15,0.333333333,6,2,no,no,no,yes,1.799999952,1,no,no
